airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
SpiceJet,SG-475,Mumbai,Night,one,Morning,Bangalore,Economy,9.25,32,3944
Indigo,6E-514,Hyderabad,Afternoon,one,Night,Kolkata,Economy,6.42,48,2057
Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Business,3.5,24,22152
Air_India,AI-538,Chennai,Night,one,Afternoon,Bangalore,Business,16.17,13,60260
Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,27,5227
Air_India,AI-9893,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,13.33,36,3729
Indigo,6E-6086,Mumbai,Late_Night,zero,Late_Night,Kolkata,Economy,2.5,40,4499
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,7.5,23,4099
GO_FIRST,G8-1171,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,14.5,45,5720
Air_India,AI-537,Delhi,Evening,one,Morning,Hyderabad,Economy,17.67,17,24225
Vistara,UK-816,Bangalore,Morning,zero,Afternoon,Delhi,Economy,2.67,45,4502
Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,18,2700
Air_India,AI-676,Kolkata,Morning,one,Night,Hyderabad,Economy,11.92,37,5456
Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Business,7.75,39,51819
Air_India,AI-402,Kolkata,Morning,one,Morning,Chennai,Business,22.5,49,55983
AirAsia,I5-722,Bangalore,Late_Night,zero,Late_Night,Delhi,Economy,2.83,47,4498
Vistara,UK-893,Bangalore,Evening,one,Afternoon,Delhi,Economy,19.75,36,4231
Vistara,UK-820,Bangalore,Evening,zero,Night,Delhi,Economy,2.67,3,7489
Indigo,6E-562,Chennai,Evening,one,Night,Delhi,Economy,5.58,40,2051
Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Business,13.0,21,53209
Vistara,UK-996,Mumbai,Evening,one,Evening,Chennai,Business,21.83,15,64173
Vistara,UK-950,Mumbai,Night,one,Morning,Hyderabad,Business,11.75,21,58125
Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Business,15.92,27,67769
GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,10.83,19,6324
Vistara,UK-812,Bangalore,Morning,one,Night,Kolkata,Economy,13.0,44,8112
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,13.17,41,6200
AirAsia,I5-1229,Chennai,Evening,one,Late_Night,Mumbai,Economy,8.5,14,5880
AirAsia,I5-1517,Hyderabad,Evening,one,Late_Night,Delhi,Economy,9.58,41,2228
Vistara,UK-870,Hyderabad,Night,one,Morning,Chennai,Economy,13.33,42,4324
Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Economy,15.58,7,9840
Indigo,6E-5307,Mumbai,Morning,one,Evening,Bangalore,Economy,7.08,38,4073
AirAsia,I5-713,Delhi,Evening,one,Night,Hyderabad,Economy,3.83,30,3986
Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21.08,49,6578
Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Business,15.83,1,57074
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,14.08,25,6105
Air_India,AI-840,Hyderabad,Night,one,Morning,Kolkata,Business,12.17,21,51707
Air_India,AI-607,Mumbai,Evening,zero,Evening,Bangalore,Business,1.75,40,20684
Air_India,AI-430,Chennai,Morning,one,Night,Kolkata,Economy,12.42,28,4784
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,21.83,30,8534
GO_FIRST,G8-321,Mumbai,Afternoon,one,Night,Bangalore,Economy,9.17,27,5102
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,10.83,15,58315
Vistara,UK-877,Mumbai,Morning,one,Night,Delhi,Economy,12.08,3,11456
Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Economy,24.08,31,8111
Air_India,AI-442,Mumbai,Afternoon,one,Evening,Kolkata,Economy,27.58,34,5502
Indigo,6E-539,Chennai,Morning,one,Evening,Kolkata,Economy,8.08,33,3219
Vistara,UK-863,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.08,1,15446
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Night,Chennai,Economy,15.17,5,12412
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.0,22,1714
Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Economy,15.42,38,6825
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Business,6.5,28,53164
Indigo,6E-489,Chennai,Night,one,Early_Morning,Kolkata,Economy,9.33,33,3219
Air_India,AI-808,Bangalore,Night,zero,Night,Delhi,Economy,2.92,36,4491
GO_FIRST,G8-121,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,10.5,49,4613
Vistara,UK-836,Chennai,Morning,one,Morning,Kolkata,Business,22.83,41,55377
Vistara,UK-776,Kolkata,Evening,zero,Night,Mumbai,Business,2.75,18,31982
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Chennai,Business,20.5,27,64139
Air_India,AI-526,Kolkata,Evening,one,Night,Mumbai,Business,4.92,2,44806
Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Economy,19.33,31,5892
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Business,11.08,27,60508
Indigo,6E-967,Delhi,Evening,one,Night,Bangalore,Economy,5.08,24,3671
Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Business,13.33,47,57081
Vistara,UK-820,Bangalore,Evening,one,Morning,Mumbai,Business,15.92,16,77196
Indigo,6E-6139,Bangalore,Afternoon,zero,Evening,Delhi,Economy,2.75,23,4500
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.42,39,49725
Vistara,UK-839,Delhi,Afternoon,zero,Evening,Chennai,Business,2.83,36,27864
GO_FIRST,G8-125,Kolkata,Night,one,Early_Morning,Bangalore,Economy,7.33,39,3926
GO_FIRST,G8-173,Delhi,Morning,one,Evening,Bangalore,Economy,6.83,36,4205
Indigo,6E-2348,Delhi,Evening,zero,Night,Hyderabad,Economy,2.33,7,5955
Air_India,AI-9894,Chennai,Morning,two_or_more,Night,Mumbai,Economy,15.42,9,15753
Indigo,6E-605,Chennai,Afternoon,one,Night,Delhi,Economy,10.08,20,4071
GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,12.92,48,6395
Indigo,6E-5207,Hyderabad,Morning,zero,Morning,Mumbai,Economy,1.58,10,4453
Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,43,49553
AirAsia,I5-829,Delhi,Night,zero,Night,Kolkata,Economy,2.17,38,3999
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Business,14.58,12,37985
Air_India,AI-9547,Bangalore,Evening,one,Evening,Delhi,Economy,21.75,29,9432
Air_India,AI-770,Kolkata,Night,one,Night,Bangalore,Economy,23.58,26,7053
Indigo,6E-827,Hyderabad,Morning,one,Afternoon,Chennai,Economy,3.92,8,4453
GO_FIRST,G8-304,Chennai,Afternoon,one,Late_Night,Delhi,Economy,12.25,16,4827
Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,3.0,24,4500
Indigo,6E-6488,Kolkata,Morning,one,Evening,Mumbai,Economy,4.67,39,4515
Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Business,21.17,3,77501
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,28,6271
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Economy,11.17,8,13122
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,5.75,30,58315
Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Economy,16.08,19,6450
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,17.42,10,15519
Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,Business,12.33,22,49725
GO_FIRST,G8-404,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.67,49,5094
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,17.17,40,5780
Indigo,6E-152,Delhi,Morning,two_or_more,Night,Chennai,Economy,10.83,7,18980
Vistara,UK-854,Bangalore,Evening,one,Night,Chennai,Business,4.67,27,44280
Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,Economy,7.08,29,7084
GO_FIRST,G8-7559,Bangalore,Afternoon,zero,Evening,Kolkata,Economy,2.5,39,3845
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Chennai,Economy,10.67,16,4896
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,8,24056
Vistara,UK-775,Mumbai,Afternoon,zero,Evening,Kolkata,Business,2.83,20,31436
Indigo,6E-847,Chennai,Evening,one,Late_Night,Delhi,Economy,10.0,20,4071
Vistara,UK-836,Chennai,Morning,one,Morning,Kolkata,Economy,22.83,17,12328
Vistara,UK-802,Bangalore,Evening,one,Morning,Chennai,Business,15.08,35,60396
Air_India,AI-660,Mumbai,Evening,one,Night,Hyderabad,Economy,5.58,43,4173
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.17,42,4556
Indigo,6E-6215,Chennai,Evening,one,Late_Night,Delhi,Economy,6.58,29,3625
Air_India,AI-9894,Chennai,Morning,one,Night,Mumbai,Economy,12.58,34,4802
Air_India,AI-770,Kolkata,Night,one,Morning,Bangalore,Business,12.42,14,60978
Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,Economy,2.67,8,7425
Indigo,6E-6326,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.17,21,5257
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Business,24.25,35,56588
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Economy,7.58,24,6048
Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Business,4.83,6,44025
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Business,6.0,36,53164
GO_FIRST,G8-426,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,5.92,26,4165
Indigo,6E-605,Chennai,Afternoon,one,Evening,Hyderabad,Economy,4.75,17,2862
Air_India,AI-765,Kolkata,Evening,one,Night,Mumbai,Economy,27.25,16,9526
Vistara,UK-720,Kolkata,Early_Morning,zero,Morning,Delhi,Business,2.42,31,38590
Indigo,6E-6205,Delhi,Afternoon,one,Night,Bangalore,Economy,7.83,7,9735
AirAsia,I5-784,Delhi,Evening,zero,Evening,Bangalore,Economy,2.67,33,4499
Air_India,AI-616,Hyderabad,Morning,zero,Morning,Mumbai,Economy,1.25,35,2301
Indigo,6E-743,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,8.75,10,13588
Indigo,6E-5312,Mumbai,Morning,one,Afternoon,Chennai,Economy,4.33,28,4069
Indigo,6E-607,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.75,48,3553
Air_India,AI-9518,Hyderabad,Night,one,Morning,Mumbai,Economy,11.83,18,3844
Air_India,AI-507,Bangalore,Early_Morning,one,Night,Delhi,Economy,17.42,12,11584
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,43,6296
Vistara,UK-776,Kolkata,Evening,one,Night,Chennai,Economy,5.5,24,11966
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.58,26,6389
Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.67,18,16065
Air_India,AI-766,Chennai,Early_Morning,one,Afternoon,Bangalore,Business,31.33,4,50838
Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,Business,10.83,3,73689
Air_India,AI-502,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,18.33,43,44405
GO_FIRST,G8-304,Chennai,Afternoon,zero,Afternoon,Mumbai,Economy,1.92,33,3000
Air_India,AI-542,Delhi,Morning,zero,Morning,Hyderabad,Business,2.17,43,23944
Indigo,6E-772,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.92,7,7425
Indigo,6E-207,Kolkata,Morning,one,Evening,Hyderabad,Economy,7.83,35,7193
Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,8,9525
Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Business,23.75,20,41281
Air_India,AI-639,Mumbai,Morning,one,Night,Hyderabad,Economy,10.75,36,3654
Vistara,UK-637,Delhi,Evening,two_or_more,Morning,Kolkata,Business,16.5,31,67635
Indigo,6E-605,Chennai,Afternoon,zero,Afternoon,Bangalore,Economy,1.08,3,4255
Vistara,UK-826,Chennai,Afternoon,one,Night,Kolkata,Economy,10.25,47,9216
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,34,6296
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Business,24.92,22,67769
Vistara,UK-852,Bangalore,Morning,one,Late_Night,Delhi,Business,15.42,31,50473
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,39,4415
Indigo,6E-6021,Kolkata,Afternoon,one,Night,Chennai,Economy,8.17,30,5704
Air_India,AI-660,Mumbai,Evening,one,Morning,Bangalore,Economy,14.92,17,6397
Vistara,UK-816,Bangalore,Morning,zero,Afternoon,Delhi,Economy,2.67,47,4502
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Business,7.42,36,54841
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,Business,11.25,35,51819
GO_FIRST,G8-327,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,31,2748
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.58,44,5523
SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,32,2621
Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Business,14.75,27,60260
Indigo,6E-168,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,42,2738
Vistara,UK-833,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.75,22,2049
Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Business,14.42,5,78870
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Chennai,Business,12.0,11,49613
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Business,6.5,47,53164
Indigo,6E-6051,Mumbai,Evening,one,Night,Bangalore,Economy,3.75,22,5103
Air_India,AI-506,Delhi,Morning,one,Night,Hyderabad,Economy,10.5,41,5950
Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Business,15.0,25,56702
Air_India,AI-503,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,20,4491
Vistara,UK-958,Mumbai,Afternoon,zero,Afternoon,Delhi,Business,2.08,35,22140
Indigo,6E-975,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.58,46,3393
Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,7.67,49,3843
Indigo,6E-6172,Kolkata,Night,one,Morning,Bangalore,Economy,8.92,11,6489
Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Economy,16.0,36,4357
AirAsia,I5-339,Bangalore,Night,one,Morning,Delhi,Economy,10.75,23,2723
Air_India,AI-888,Mumbai,Evening,one,Morning,Hyderabad,Economy,16.92,26,4173
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,11.17,13,54684
Air_India,AI-504,Delhi,Night,one,Night,Hyderabad,Economy,23.0,36,5950
Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Business,2.17,4,23944
Air_India,AI-479,Delhi,Night,one,Evening,Kolkata,Economy,21.33,44,6020
Vistara,UK-988,Mumbai,Night,one,Afternoon,Hyderabad,Economy,15.67,25,3971
GO_FIRST,G8-325,Mumbai,Night,one,Morning,Hyderabad,Economy,9.67,34,3282
Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Economy,22.33,48,8111
Indigo,6E-139,Kolkata,Early_Morning,zero,Morning,Mumbai,Economy,3.17,28,4499
Air_India,AI-864,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.5,21,5502
Air_India,AI-809,Mumbai,Morning,one,Evening,Kolkata,Economy,9.17,19,4556
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Business,10.75,17,44144
Vistara,UK-771,Mumbai,Early_Morning,zero,Morning,Kolkata,Business,2.67,36,31436
Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Business,5.42,46,52175
AirAsia,I5-1229,Chennai,Evening,one,Late_Night,Mumbai,Economy,8.5,19,1830
Vistara,UK-864,Bangalore,Evening,one,Late_Night,Delhi,Business,5.17,31,54841
Indigo,6E-395,Mumbai,Evening,zero,Evening,Kolkata,Economy,2.67,48,4499
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Hyderabad,Business,17.42,44,45693
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,13.08,28,69244
SpiceJet,SG-455,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.83,48,4097
Air_India,AI-867,Mumbai,Night,one,Evening,Chennai,Business,21.5,5,49613
Air_India,AI-766,Chennai,Morning,one,Night,Mumbai,Business,8.75,2,57777
Vistara,UK-866,Bangalore,Night,one,Afternoon,Delhi,Business,15.0,17,54841
Air_India,AI-559,Hyderabad,Early_Morning,two_or_more,Night,Kolkata,Economy,15.83,15,14218
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,11.25,43,5888
Air_India,AI-569,Chennai,Early_Morning,one,Morning,Kolkata,Economy,26.5,24,5159
Indigo,6E-893,Kolkata,Morning,one,Night,Chennai,Economy,11.0,42,3015
Indigo,6E-6021,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.92,25,5166
Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Business,17.92,7,45883
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,14.5,25,3282
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Business,14.25,18,63277
Air_India,AI-636,Delhi,Afternoon,one,Evening,Bangalore,Economy,28.0,2,10680
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Business,15.08,42,45883
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.42,34,60365
Vistara,UK-826,Chennai,Afternoon,one,Night,Bangalore,Business,8.42,27,44144
Indigo,6E-584,Hyderabad,Evening,zero,Night,Mumbai,Economy,1.67,46,3096
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.92,48,5441
SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,32,8116
Indigo,6E-6818,Mumbai,Evening,zero,Night,Hyderabad,Economy,1.33,6,4263
Indigo,6E-6488,Kolkata,Morning,one,Night,Mumbai,Economy,11.33,21,5337
Indigo,6E-591,Chennai,Morning,one,Evening,Delhi,Economy,8.08,33,3361
Vistara,UK-940,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,13,5943
GO_FIRST,G8-395,Bangalore,Morning,one,Night,Kolkata,Economy,15.42,22,5177
Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,Business,2.25,2,25778
Indigo,6E-5392,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,21,2339
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.42,8,9840
Air_India,AI-803,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.08,43,5530
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15.0,21,6502
Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,6.33,35,45883
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,Economy,21.83,42,5441
GO_FIRST,G8-382,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,11.0,49,5805
Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Business,22.42,35,52287
Air_India,AI-867,Mumbai,Night,one,Evening,Hyderabad,Economy,20.08,10,11639
Air_India,AI-627,Mumbai,Early_Morning,one,Morning,Delhi,Economy,5.33,37,4799
Vistara,UK-910,Mumbai,Evening,one,Night,Bangalore,Economy,5.75,46,7135
Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.17,22,22140
Indigo,6E-886,Bangalore,Morning,one,Evening,Mumbai,Economy,7.25,9,10140
Vistara,UK-867,Bangalore,Afternoon,one,Afternoon,Mumbai,Economy,26.0,20,6905
Vistara,UK-774,Kolkata,Night,one,Morning,Chennai,Economy,15.25,5,13728
Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Business,22.83,27,53164
SpiceJet,SG-455,Mumbai,Afternoon,one,Night,Kolkata,Economy,5.92,35,9418
Vistara,UK-870,Hyderabad,Night,one,Morning,Chennai,Business,13.33,32,51707
Indigo,6E-743,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,8.75,15,17421
GO_FIRST,G8-173,Delhi,Morning,one,Evening,Bangalore,Economy,6.83,20,4205
Vistara,UK-874,Hyderabad,Morning,one,Evening,Chennai,Economy,11.42,31,6287
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Business,16.17,6,62448
Indigo,6E-152,Delhi,Morning,one,Evening,Bangalore,Economy,6.42,35,5702
Vistara,UK-772,Kolkata,Morning,one,Evening,Hyderabad,Economy,9.5,2,23289
Air_India,AI-770,Kolkata,Night,one,Morning,Hyderabad,Economy,14.0,31,4724
Indigo,6E-807,Bangalore,Morning,one,Evening,Mumbai,Economy,6.83,42,3153
Vistara,UK-826,Chennai,Afternoon,one,Morning,Bangalore,Economy,22.25,35,4536
Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Economy,11.17,16,5483
Indigo,6E-2025,Bangalore,Early_Morning,zero,Early_Morning,Delhi,Economy,2.92,23,4500
Indigo,6E-5323,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.83,26,2201
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Business,18.25,47,53743
Air_India,AI-540,Delhi,Night,one,Afternoon,Bangalore,Economy,18.67,46,3855
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Chennai,Economy,12.0,43,4417
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Business,25.08,43,56588
Air_India,AI-610,Bangalore,Evening,one,Evening,Chennai,Business,21.08,10,52064
Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,31.08,5,23103
Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Economy,14.08,26,5037
Air_India,AI-9518,Hyderabad,Night,one,Evening,Delhi,Economy,19.33,44,6128
Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,27,5006
Air_India,AI-538,Chennai,Night,one,Evening,Hyderabad,Business,23.0,41,63441
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Kolkata,Economy,22.25,48,4789
Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,9.83,37,8816
Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Economy,24.67,46,5660
AirAsia,I5-972,Hyderabad,Evening,one,Night,Bangalore,Economy,5.58,20,2738
Air_India,AI-808,Bangalore,Night,zero,Night,Delhi,Economy,2.92,45,4491
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Business,7.83,49,50271
AirAsia,I5-1563,Kolkata,Evening,one,Night,Bangalore,Economy,4.17,1,10631
AirAsia,I5-1563,Kolkata,Evening,two_or_more,Morning,Chennai,Economy,12.75,16,5152
Vistara,UK-824,Chennai,Night,one,Afternoon,Delhi,Economy,17.58,32,5206
Air_India,AI-678,Delhi,Morning,one,Night,Kolkata,Economy,14.67,15,6311
Indigo,6E-6258,Mumbai,Morning,one,Evening,Bangalore,Economy,6.42,22,6146
Air_India,AI-624,Delhi,Evening,one,Afternoon,Kolkata,Business,17.17,41,53209
Air_India,AI-570,Mumbai,Early_Morning,one,Night,Delhi,Economy,17.83,12,12978
GO_FIRST,G8-2504,Mumbai,Afternoon,one,Night,Delhi,Economy,7.08,47,3324
Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Business,6.17,34,62045
Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Business,7.0,38,41281
Air_India,AI-672,Chennai,Evening,one,Night,Delhi,Economy,7.67,23,4914
Air_India,AI-440,Chennai,Early_Morning,one,Morning,Hyderabad,Economy,26.83,48,3979
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.42,38,54684
Indigo,6E-271,Kolkata,Early_Morning,one,Morning,Hyderabad,Economy,4.75,45,3401
Air_India,AI-675,Mumbai,Early_Morning,one,Night,Bangalore,Economy,14.67,25,10740
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Economy,8.58,43,7212
AirAsia,I5-744,Delhi,Morning,one,Night,Bangalore,Economy,14.08,19,3569
Indigo,6E-757,Kolkata,Evening,one,Late_Night,Hyderabad,Economy,7.92,43,4367
Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Business,5.5,37,59033
Air_India,AI-676,Kolkata,Morning,one,Night,Hyderabad,Economy,13.92,32,7176
AirAsia,I5-1518,Hyderabad,Evening,one,Late_Night,Delhi,Economy,7.83,45,2228
AirAsia,I5-767,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.83,19,3622
Vistara,UK-854,Bangalore,Evening,one,Evening,Chennai,Business,25.5,16,44280
Indigo,6E-886,Bangalore,Morning,one,Evening,Delhi,Economy,6.75,14,11111
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Economy,6.83,30,5094
SpiceJet,SG-612,Chennai,Night,one,Afternoon,Delhi,Economy,14.67,31,4827
Vistara,UK-772,Kolkata,Morning,one,Evening,Chennai,Business,9.5,38,55502
AirAsia,I5-710,Delhi,Morning,one,Night,Chennai,Economy,9.5,23,1998
Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,8.0,37,67004
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,14.0,14,57992
Indigo,6E-276,Bangalore,Afternoon,one,Night,Delhi,Economy,5.08,10,14943
Indigo,6E-6148,Hyderabad,Morning,one,Evening,Kolkata,Economy,5.5,45,4390
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.5,12,51697
Air_India,AI-840,Hyderabad,Night,one,Evening,Mumbai,Business,23.17,38,45883
Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.67,24,9083
SpiceJet,SG-1056,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.92,8,7425
Vistara,UK-812,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,9.75,45,7490
Vistara,UK-898,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,24.58,19,3571
Air_India,AI-515,Hyderabad,Morning,one,Morning,Kolkata,Economy,23.0,46,5019
Indigo,6E-905,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,6.92,14,17158
Air_India,AI-636,Delhi,Afternoon,one,Early_Morning,Chennai,Economy,16.83,25,3988
Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,12,5955
Air_India,AI-764,Delhi,Evening,one,Night,Chennai,Business,28.42,25,47657
Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Business,11.25,20,50361
Indigo,6E-478,Bangalore,Evening,zero,Night,Chennai,Economy,1.08,49,1715
