airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class_,duration,days_left,price
4,934,0,1,0,2,2,1,12.0,24,11476
1,642,1,4,0,5,5,1,12.75,32,5320
5,1070,1,0,2,0,5,0,2.0,32,23838
5,1111,3,0,0,4,0,1,19.92,48,5441
1,575,4,4,0,2,2,0,8.83,28,42746
1,589,4,5,0,5,0,0,23.58,32,60978
5,1077,1,2,2,2,2,0,2.75,8,27792
5,1116,3,2,2,2,0,1,1.0,8,4453
1,496,0,0,0,4,1,0,19.58,16,60396
5,1133,2,5,0,4,1,0,15.17,24,45672
2,756,3,4,0,5,4,1,11.58,28,5292
5,1127,2,2,0,4,4,1,16.92,34,6578
1,498,0,2,0,0,4,0,20.67,14,60508
0,907,5,0,0,3,2,1,12.25,31,2336
1,498,0,2,0,0,4,0,19.17,5,60508
0,880,2,1,0,0,1,1,7.08,31,1998
5,1129,5,0,0,5,3,1,8.25,16,3971
4,1008,5,4,2,0,2,1,2.25,25,2614
5,1128,2,1,0,2,4,0,12.42,13,67769
1,601,5,1,0,5,0,0,12.08,49,54608
3,431,0,4,0,2,2,1,8.83,12,10061
5,1034,4,1,0,4,5,0,28.33,31,74273
5,1137,5,4,0,5,0,0,8.5,29,74880
2,815,0,4,0,2,2,1,8.5,44,5696
0,862,2,1,2,1,4,1,2.42,30,3999
5,1149,5,2,0,4,1,0,15.42,24,64173
5,1144,5,5,0,2,4,1,19.33,19,5949
3,178,4,0,0,2,3,1,4.5,3,17042
1,513,1,5,0,4,0,1,12.58,6,15753
5,1113,3,0,0,5,1,0,9.33,30,51707
3,221,5,2,0,3,0,1,5.17,33,2124
3,176,2,2,0,5,4,1,6.92,49,2482
1,464,4,4,0,4,3,0,25.5,25,52063
4,989,0,0,0,4,2,1,19.58,13,7488
5,1081,1,5,0,2,5,1,20.58,7,11069
4,957,4,5,0,1,1,1,11.42,10,6488
1,589,4,5,0,2,5,0,23.5,6,50271
5,1079,1,4,0,5,5,0,10.5,7,80689
5,1102,0,5,0,2,1,1,22.25,19,4672
5,1052,0,1,0,2,5,1,9.67,29,6568
3,122,1,1,2,4,4,1,2.33,47,2359
3,250,1,2,0,3,5,1,6.5,40,4038
1,557,5,2,2,5,2,0,2.42,33,22140
1,628,2,2,0,0,0,1,17.83,30,4753
5,1109,3,5,0,2,2,0,19.33,47,51875
5,1129,5,0,0,4,1,1,19.25,49,3998
5,1074,3,4,0,5,5,0,10.92,11,60555
5,1148,2,4,2,0,5,1,2.25,43,2700
5,1034,4,1,0,0,5,1,6.83,41,6067
3,187,5,1,2,1,3,1,1.33,16,2901
5,1129,5,0,0,2,1,1,25.67,17,4843
0,907,5,0,0,2,1,1,4.33,31,1890
1,640,3,2,1,4,5,1,14.92,23,8336
5,1081,1,5,0,4,0,0,13.75,23,60260
5,1099,5,4,0,4,3,1,24.0,12,8988
4,974,1,0,0,3,2,1,9.83,24,9911
3,220,3,2,2,2,5,1,1.5,39,3096
5,1056,0,4,0,2,4,0,9.83,26,62188
1,523,3,1,0,5,4,0,15.83,14,51707
5,1053,2,2,0,4,5,0,12.42,31,53164
5,1133,2,5,2,5,5,1,2.17,35,2476
3,29,2,4,0,5,1,1,10.42,12,7950
5,1072,1,1,0,5,2,1,14.92,23,5606
5,1033,4,5,0,2,1,1,19.92,23,6744
5,1023,5,2,0,2,2,1,24.42,9,10773
1,566,2,4,0,1,3,1,22.25,48,4209
5,1064,0,2,0,5,5,0,6.0,21,67004
1,557,5,2,0,0,1,1,18.67,34,4417
2,815,0,4,0,2,2,1,9.33,18,5696
3,113,2,4,1,2,5,1,9.67,26,3728
2,724,2,4,0,2,4,1,7.0,24,6395
5,1053,2,2,2,5,0,1,2.83,20,4501
1,586,1,1,0,5,3,0,14.25,11,39432
5,1148,2,4,0,2,4,0,9.58,43,65529
3,20,5,4,0,2,0,1,5.42,37,6584
2,749,2,5,0,1,4,1,11.5,7,6461
5,1038,4,2,0,2,0,0,22.25,22,60978
5,1107,3,4,0,5,2,1,13.42,7,10753
5,1149,5,2,0,2,0,0,22.58,45,69168
2,705,1,1,0,2,2,1,11.58,16,4827
2,705,1,1,0,2,4,1,12.5,40,6985
5,1057,2,2,0,4,5,0,17.83,1,76768
0,823,3,2,0,1,5,1,11.5,2,7775
3,93,5,5,0,1,4,1,6.83,33,2835
2,784,2,0,0,5,0,1,7.25,34,4020
3,153,0,5,0,3,2,1,5.83,10,11216
5,1064,0,2,0,4,3,0,15.83,20,56588
5,1047,4,2,0,4,2,1,16.08,29,7145
5,1113,3,0,0,4,5,1,22.17,2,16213
1,589,4,5,0,4,3,0,14.0,6,52063
3,402,3,1,0,0,1,1,7.5,36,4267
0,827,1,5,0,0,2,1,16.08,17,3654
1,612,5,5,0,2,1,1,21.5,6,9201
1,589,4,5,0,2,3,0,22.83,38,52063
3,431,0,4,0,2,2,1,9.5,45,4071
1,588,4,0,1,5,5,1,5.75,14,12474
1,604,5,4,0,5,3,1,13.58,6,7584
5,1075,1,1,0,5,5,1,16.92,18,4413
4,922,2,1,2,4,0,1,2.5,11,7425
1,610,5,1,2,4,2,0,2.17,16,22140
5,1102,0,5,0,4,4,1,12.0,33,6271
1,612,5,5,0,2,1,0,21.5,21,49613
1,526,1,1,0,5,2,0,14.92,20,45185
5,1131,5,5,0,2,3,0,22.0,14,58125
5,1062,0,2,0,2,4,0,23.92,6,62188
1,561,5,4,2,4,1,1,1.92,30,2888
3,82,5,2,0,1,1,1,9.92,45,1890
3,439,2,2,2,2,4,1,2.25,26,3999
5,1059,2,4,2,4,0,0,2.75,11,40296
5,1121,5,2,0,4,0,1,15.08,19,7135
1,583,4,1,0,2,1,0,12.0,14,55983
2,653,0,1,0,5,5,1,15.92,27,6389
1,523,3,1,0,5,0,1,13.58,36,6314
5,1097,3,1,0,2,0,0,10.17,43,56702
1,583,4,1,0,2,5,0,13.0,23,50271
1,601,5,1,0,5,3,0,12.58,13,45693
5,1038,4,2,0,5,1,1,28.0,19,5910
3,440,3,4,0,5,2,1,8.83,10,9703
4,976,2,5,2,3,0,1,2.75,32,4500
1,500,0,4,0,5,5,1,11.17,4,9277
3,220,3,2,0,3,4,1,6.33,14,8034
4,1006,2,2,0,1,5,1,13.25,5,6270
1,564,5,1,0,2,2,1,11.83,30,6744
0,871,0,2,2,2,4,1,2.42,25,3393
3,157,0,1,1,2,4,1,10.67,22,5178
5,1143,2,2,0,0,3,0,16.42,34,59537
3,20,5,4,0,0,0,1,4.5,13,15761
5,1104,3,5,0,0,5,0,18.42,25,58315
1,523,3,1,0,3,0,0,17.67,12,56590
3,16,0,0,0,2,5,1,4.17,34,6226
1,601,5,1,0,2,4,1,11.17,36,4556
2,802,4,0,0,3,2,1,12.33,31,6324
5,1104,3,5,0,4,5,0,15.0,28,52715
3,163,1,5,0,1,3,1,9.67,22,2862
5,1088,0,2,2,5,5,0,1.92,16,20760
1,642,1,4,0,5,5,1,13.08,31,5740
1,637,3,0,0,5,0,1,9.25,33,5120
5,1095,0,1,0,0,2,1,7.83,39,4111
1,589,4,5,0,5,0,1,23.58,35,7053
5,1100,0,2,0,4,2,0,13.08,19,42521
5,1134,5,1,0,2,1,0,10.33,33,49613
5,1045,4,5,0,2,0,0,21.17,41,52287
1,500,0,4,0,5,4,1,11.92,20,7109
3,116,3,2,2,5,0,1,1.08,17,2353
5,1062,0,2,0,0,3,1,16.92,29,6577
2,763,3,4,0,5,5,1,13.25,39,7572
3,119,4,2,0,5,3,1,6.17,14,10532
3,266,2,5,0,1,5,1,7.67,14,6449
1,612,5,5,0,0,1,0,15.17,21,49613
3,181,2,4,2,0,0,1,2.92,25,4500
4,934,0,1,0,1,5,1,24.92,3,9064
5,1094,5,5,0,5,3,1,23.92,16,3334
3,453,2,5,0,1,0,1,7.17,48,3302
0,877,2,2,1,5,0,1,7.0,26,3090
5,1088,0,2,0,5,1,1,27.17,32,4672
3,6,4,5,0,4,1,1,10.83,22,5280
5,1147,5,4,0,2,4,0,7.67,17,62045
4,983,0,2,2,5,5,1,2.0,47,2202
3,218,1,2,0,3,4,1,8.25,26,5042
2,707,1,0,0,2,0,1,5.92,33,4612
4,951,0,1,0,3,2,1,18.33,43,3754
1,500,0,4,2,0,2,0,2.58,5,32923
5,1081,1,5,0,0,3,1,15.5,5,11247
5,1064,0,2,0,4,1,1,16.08,37,6161
3,445,1,0,0,2,4,1,6.83,48,4130
5,1107,3,4,0,4,1,0,27.33,44,41314
1,481,5,0,0,2,2,0,3.75,22,22140
5,1074,3,4,0,4,4,0,23.5,49,51819
5,1138,2,4,0,2,0,0,10.42,24,57017
5,1027,3,4,1,5,4,1,11.75,39,9278
1,473,4,0,1,5,2,0,7.42,25,28510
1,498,0,2,0,4,3,0,18.08,3,57596
3,418,4,4,0,2,3,1,6.25,18,5661
3,207,1,1,2,1,5,1,1.83,17,3000
2,760,0,1,2,4,3,1,1.0,35,1714
1,611,2,4,0,1,1,1,20.67,40,3988
3,285,2,2,0,5,4,1,4.25,3,14255
4,999,5,5,0,4,4,1,15.17,46,5818
5,1019,5,0,1,2,3,1,7.67,10,23846
3,386,0,0,0,2,2,1,5.17,13,10376
1,642,1,4,0,4,5,1,25.67,34,5740
0,863,2,2,2,2,4,1,2.67,44,3999
5,1051,2,5,0,5,3,1,24.25,44,5761
1,513,1,5,0,0,5,1,19.5,43,5435
1,533,0,2,0,4,1,0,15.75,36,43865
1,473,4,0,0,0,0,1,22.75,4,17094
5,1034,4,1,0,0,5,1,6.83,23,6067
0,885,2,1,0,0,0,1,10.33,15,3090
5,1107,3,4,0,1,0,1,23.33,24,5441
1,592,5,5,0,5,3,0,24.75,47,50868
1,585,4,2,0,2,2,1,24.92,19,7124
5,1145,5,5,0,4,0,0,14.92,37,66928
1,583,4,1,0,2,0,1,9.25,41,7054
5,1091,5,0,0,5,2,1,5.58,34,6122
0,817,1,2,0,3,2,1,8.5,17,5442
2,736,5,0,0,5,3,1,8.0,36,7461
2,804,4,4,0,3,3,1,14.92,32,5018
1,516,3,2,0,4,1,1,16.67,45,4649
1,589,4,5,0,4,0,1,12.42,31,6633
2,751,3,1,0,0,5,1,9.08,19,4165
5,1078,2,2,0,4,5,0,13.08,40,51384
5,1142,2,5,0,4,4,1,12.0,32,6598
5,1138,2,4,0,2,1,0,11.08,41,60232
1,557,5,2,0,4,4,1,15.0,15,8981
0,902,1,5,0,4,3,1,10.17,39,1550
5,1023,5,2,0,5,0,1,28.33,4,15087
5,1127,2,2,0,4,1,1,16.08,19,4979
0,902,1,5,0,1,5,1,8.67,14,5880
5,1034,4,1,0,5,5,1,14.08,10,13103
3,421,0,0,0,5,5,1,5.92,26,4554
5,1031,4,4,0,2,0,0,6.75,6,78898
5,1090,0,4,0,0,3,1,26.75,42,5322
1,484,2,1,0,4,0,1,6.75,47,6177
1,463,2,1,0,5,3,1,14.42,24,5674
1,510,4,2,0,4,2,0,14.0,37,43910
2,793,0,4,0,5,4,1,13.58,29,5177
3,117,2,1,0,4,1,1,4.92,9,7950
1,498,0,2,2,5,2,0,2.75,31,32923
1,564,5,1,0,0,2,1,6.75,16,7413
1,602,2,2,2,5,0,0,2.75,23,32859
3,259,0,2,2,2,1,1,1.0,20,1924
5,1056,0,4,0,2,5,1,9.33,43,6568
3,309,0,1,2,1,3,1,1.17,44,1714
4,962,5,5,0,4,0,1,9.25,32,3944
3,179,3,0,0,5,4,1,6.42,48,2057
1,547,2,0,0,2,5,0,3.5,24,22152
1,513,1,5,0,0,0,0,16.17,13,60260
5,1096,2,4,0,5,5,1,12.58,27,5227
1,641,3,1,0,2,2,1,13.33,36,3729
3,269,5,3,2,3,4,1,2.5,40,4499
5,1136,5,0,0,2,3,1,7.5,23,4099
2,654,2,2,0,1,3,1,14.5,45,5720
1,512,2,2,0,4,3,1,17.67,17,24225
5,1060,0,4,2,0,2,1,2.67,45,4502
5,1125,2,0,2,2,5,1,2.17,18,2700
1,565,4,4,0,5,3,1,11.92,37,5456
5,1074,3,4,0,2,4,0,7.75,39,51819
1,464,4,4,0,4,1,0,22.5,49,55983
0,879,0,3,2,3,2,1,2.83,47,4498
5,1115,0,2,0,0,2,1,19.75,36,4231
5,1064,0,2,2,5,2,1,2.67,3,7489
3,243,1,2,0,5,2,1,5.58,40,2051
5,1133,2,5,0,4,4,0,13.0,21,53209
5,1149,5,2,0,2,1,0,21.83,15,64173
5,1131,5,5,0,4,3,0,11.75,21,58125
5,1135,2,2,0,4,4,0,15.92,27,67769
2,762,4,1,0,0,2,1,10.83,19,6324
5,1056,0,4,0,5,4,1,13.0,44,8112
1,599,0,1,0,2,3,1,13.17,41,6200
0,817,1,2,0,3,5,1,8.5,14,5880
0,822,3,2,0,3,2,1,9.58,41,2228
5,1104,3,5,0,4,1,1,13.33,42,4324
5,1133,2,5,0,0,3,1,15.58,7,9840
3,195,5,4,0,2,0,1,7.08,38,4073
0,877,2,2,0,5,3,1,3.83,30,3986
5,1143,2,2,0,2,4,1,21.08,49,6578
1,512,2,2,0,4,5,0,15.83,1,57074
1,557,5,2,0,4,4,1,14.08,25,6105
1,608,3,5,0,4,4,0,12.17,21,51707
1,532,5,2,2,2,0,0,1.75,40,20684
1,475,1,4,0,5,4,1,12.42,28,4784
5,1141,2,2,0,2,4,1,21.83,30,8534
2,714,5,0,0,5,0,1,9.17,27,5102
5,1097,3,1,0,2,5,0,10.83,15,58315
5,1110,5,4,0,5,2,1,12.08,3,11456
5,1038,4,2,0,2,0,1,24.08,31,8111
1,481,5,0,0,2,4,1,27.58,34,5502
3,229,1,4,0,2,4,1,8.08,33,3219
5,1099,5,4,0,0,2,1,5.08,1,15446
5,1117,0,1,1,5,1,1,15.17,5,12412
2,760,0,1,2,4,3,1,1.0,22,1714
1,479,1,1,0,5,3,1,15.42,38,6825
5,1063,2,0,0,5,5,0,6.5,28,53164
3,163,1,5,0,1,4,1,9.33,33,3219
1,603,0,5,2,5,2,1,2.92,36,4491
2,657,3,1,0,2,4,1,10.5,49,4613
5,1079,1,4,0,4,4,0,22.83,41,55377
5,1047,4,2,2,5,5,0,2.75,18,31982
5,1113,3,0,0,4,1,0,20.5,27,64139
1,510,4,2,0,5,5,0,4.92,2,44806
5,1109,3,5,0,2,2,1,19.33,31,5892
5,1054,0,1,0,2,4,0,11.08,27,60508
3,457,2,2,0,5,0,1,5.08,24,3671
5,1102,0,5,0,4,2,0,13.33,47,57081
5,1064,0,2,0,4,5,0,15.92,16,77196
3,282,0,0,2,2,2,1,2.75,23,4500
1,481,5,0,0,4,4,0,17.42,39,49725
5,1082,2,0,2,2,1,0,2.83,36,27864
2,659,4,5,0,1,0,1,7.33,39,3926
2,668,2,4,0,2,0,1,6.83,36,4205
3,84,2,2,2,5,3,1,2.33,7,5955
1,642,1,4,1,5,5,1,15.42,9,15753
3,261,1,0,0,5,2,1,10.08,20,4071
2,724,2,4,0,5,4,1,12.92,48,6395
3,185,3,4,2,4,5,1,1.58,10,4453
1,479,1,1,0,5,5,0,15.08,43,49553
0,903,2,5,2,5,4,1,2.17,38,3999
5,1102,0,5,0,0,3,0,14.58,12,37985
1,627,0,2,0,2,2,1,21.75,29,9432
1,589,4,5,0,5,0,1,23.58,26,7053
3,419,3,4,0,0,1,1,3.92,8,4453
2,707,1,0,0,3,2,1,12.25,16,4827
3,68,0,1,2,4,2,1,3.0,24,4500
3,336,4,4,0,2,5,1,4.67,39,4515
5,1145,5,5,0,2,4,0,21.17,3,77501
5,1085,0,4,0,2,4,1,8.33,28,6271
5,1075,1,1,0,2,4,1,11.17,8,13122
5,1097,3,1,0,0,5,0,5.75,30,58315
5,1126,5,2,0,4,0,1,16.08,19,6450
5,1047,4,2,0,4,2,1,17.42,10,15519
1,604,5,4,0,5,4,0,12.33,22,49725
2,748,2,4,0,0,4,1,5.67,49,5094
1,498,0,2,0,4,3,1,17.17,40,5780
3,12,2,4,1,5,1,1,10.83,7,18980
5,1092,0,2,0,5,1,0,4.67,27,44280
5,1146,2,0,0,2,4,1,7.08,29,7084
2,799,0,0,2,2,4,1,2.5,39,3845
2,720,2,5,0,1,1,1,10.67,16,4896
5,1073,2,1,2,4,3,0,2.17,8,24056
5,1046,5,0,2,2,4,0,2.83,20,31436
3,422,1,2,0,3,2,1,10.0,20,4071
5,1079,1,4,0,4,4,1,22.83,17,12328
5,1050,0,2,0,4,1,0,15.08,35,60396
1,557,5,2,0,5,3,1,5.58,43,4173
1,601,5,1,0,2,4,1,11.17,42,4556
3,299,1,2,0,3,2,1,6.58,29,3625
1,642,1,4,0,5,5,1,12.58,34,4802
1,589,4,5,0,4,0,0,12.42,14,60978
5,1051,2,5,2,5,0,1,2.67,8,7425
3,322,0,4,0,2,3,1,8.17,21,5257
5,1062,0,2,0,2,3,0,24.25,35,56588
1,464,4,4,0,2,5,1,7.58,24,6048
1,466,2,4,0,0,5,0,4.83,6,44025
5,1063,2,0,0,5,5,0,6.0,36,53164
2,752,3,5,0,1,5,1,5.92,26,4165
3,261,1,0,0,2,3,1,4.75,17,2862
1,585,4,2,0,5,5,1,27.25,16,9526
5,1034,4,1,2,4,2,0,2.42,31,38590
3,295,2,0,0,5,0,1,7.83,7,9735
0,893,2,2,2,2,0,1,2.67,33,4499
1,536,3,4,2,4,5,1,1.25,35,2301
3,400,3,1,0,0,5,1,8.75,10,13588
3,198,5,4,0,0,1,1,4.33,28,4069
3,266,2,5,0,1,5,1,9.75,48,3553
1,626,3,5,0,4,5,1,11.83,18,3844
1,502,0,1,0,5,2,1,17.42,12,11584
5,1063,2,0,0,5,5,1,9.17,43,6296
5,1047,4,2,0,5,1,1,5.5,24,11966
2,653,0,1,0,5,5,1,14.58,26,6389
5,1031,4,4,1,2,1,1,33.67,18,16065
1,586,1,1,0,0,0,0,31.33,4,50838
1,561,5,4,0,2,2,0,10.83,3,73689
1,497,2,0,0,1,3,0,18.33,43,44405
2,707,1,0,2,0,5,1,1.92,33,3000
1,517,2,4,2,4,3,0,2.17,43,23944
3,410,2,1,2,4,0,1,2.92,7,7425
3,46,4,4,0,2,3,1,7.83,35,7193
1,587,2,0,2,0,4,1,2.33,8,9525
5,1119,2,0,0,0,5,0,23.75,20,41281
1,549,5,4,0,5,3,1,10.75,36,3654
5,1022,2,2,1,4,4,0,16.5,31,67635
3,261,1,0,2,0,0,1,1.08,3,4255
5,1070,1,0,0,5,4,1,10.25,47,9216
5,1063,2,0,0,5,5,1,7.58,34,6296
5,1141,2,2,0,2,4,0,24.92,22,67769
5,1090,0,4,0,3,2,0,15.42,31,50473
1,463,2,1,0,5,3,1,14.42,39,4415
3,260,4,0,0,5,1,1,8.17,30,5704
1,557,5,2,0,4,0,1,14.92,17,6397
5,1060,0,4,2,0,2,1,2.67,47,4502
5,1090,0,4,0,2,2,0,7.42,36,54841
5,1097,3,1,0,2,4,0,11.25,35,51819
2,718,5,1,2,4,2,1,2.17,31,2748
1,583,4,1,0,5,5,1,14.58,44,5523
4,1012,2,1,2,4,5,1,2.25,32,2621
5,1081,1,5,0,4,0,0,14.75,27,60260
3,17,5,4,2,0,2,1,2.25,42,2738
5,1076,2,1,2,4,1,1,2.75,22,2049
5,1033,4,5,0,4,0,0,14.42,5,78870
1,610,5,1,0,2,1,0,12.0,11,49613
5,1063,2,0,0,5,5,0,6.5,47,53164
3,262,5,2,0,5,0,1,3.75,22,5103
1,501,2,4,0,5,3,1,10.5,41,5950
5,1114,3,2,0,4,0,0,15.0,25,56702
1,498,0,2,2,5,2,1,2.75,20,4491
5,1136,5,0,2,0,2,0,2.08,35,22140
3,458,0,5,2,3,4,1,2.58,46,3393
1,527,5,1,0,0,2,1,7.67,49,3843
3,286,4,5,0,4,0,1,8.92,11,6489
1,479,1,1,0,5,5,1,16.0,36,4357
0,853,0,5,0,4,2,1,10.75,23,2723
1,618,5,2,0,4,3,1,16.92,26,4173
1,500,0,4,0,5,5,0,11.17,13,54684
1,499,2,5,0,5,3,1,23.0,36,5950
1,607,2,5,2,5,3,0,2.17,4,23944
1,490,2,5,0,2,4,1,21.33,44,6020
5,1145,5,5,0,0,3,1,15.67,25,3971
2,717,5,5,0,4,3,1,9.67,34,3282
5,1038,4,2,0,2,0,1,22.33,48,8111
3,9,4,1,2,4,5,1,3.17,28,4499
1,610,5,1,0,0,4,1,7.5,21,5502
1,604,5,4,0,2,4,1,9.17,19,4556
5,1072,1,1,0,2,0,0,10.75,17,44144
5,1042,5,1,2,4,4,0,2.67,36,31436
5,1034,4,1,0,0,3,0,5.42,46,52175
0,817,1,2,0,3,5,1,8.5,19,1830
5,1100,0,2,0,3,2,0,5.17,31,54841
3,143,5,2,2,2,4,1,2.67,48,4499
1,481,5,0,0,4,3,0,17.42,44,45693
5,1054,0,1,0,5,5,0,13.08,28,69244
4,960,5,0,0,5,0,1,6.83,48,4097
1,612,5,5,0,2,1,0,21.5,5,49613
1,586,1,4,0,5,5,0,8.75,2,57777
5,1102,0,5,0,0,2,0,15.0,17,54841
1,523,3,1,1,5,4,1,15.83,15,14218
2,674,4,1,0,2,5,1,11.25,43,5888
1,526,1,1,0,4,4,1,26.5,24,5159
3,432,4,4,0,5,1,1,11.0,42,3015
3,260,4,0,0,5,0,1,8.92,25,5166
1,516,3,2,0,4,5,0,17.92,7,45883
0,872,5,1,0,2,3,1,14.5,25,3282
5,1104,3,5,0,4,0,0,14.25,18,63277
1,547,2,0,0,2,0,1,28.0,2,10680
1,523,3,1,0,5,5,0,15.08,42,45883
5,1124,5,1,0,2,3,0,12.42,34,60365
5,1070,1,0,0,5,0,0,8.42,27,44144
3,249,3,2,2,5,5,1,1.67,46,3096
5,1111,3,0,0,5,0,1,9.92,48,5441
4,933,0,4,0,2,2,1,10.17,32,8116
3,363,5,2,2,5,3,1,1.33,6,4263
3,336,4,4,0,5,5,1,11.33,21,5337
3,251,1,4,0,2,2,1,8.08,33,3361
5,1126,5,2,2,5,2,1,2.17,13,5943
2,745,0,4,0,5,4,1,15.42,22,5177
1,516,3,2,2,2,2,0,2.25,2,25778
3,231,5,2,0,3,2,1,6.83,21,2339
5,1128,2,1,0,5,3,1,13.42,8,9840
1,598,2,1,0,5,3,1,14.08,43,5530
1,612,5,5,0,0,0,1,15.0,21,6502
1,523,3,1,0,0,5,0,6.33,35,45883
5,1111,3,0,0,4,0,1,21.83,42,5441
2,736,5,0,0,3,2,1,11.0,49,5805
5,1043,4,4,0,4,0,0,22.42,35,52287
1,612,5,5,0,2,3,1,20.08,10,11639
1,542,5,1,0,4,2,1,5.33,37,4799
5,1121,5,2,0,5,0,1,5.75,46,7135
1,610,5,1,2,4,2,0,2.17,22,22140
3,431,0,4,0,2,5,1,7.25,9,10140
5,1103,0,0,0,0,5,1,26.0,20,6905
5,1045,4,5,0,4,1,1,15.25,5,13728
1,501,2,4,0,4,5,0,22.83,27,53164
4,960,5,0,0,5,4,1,5.92,35,9418
5,1104,3,5,0,4,1,0,13.33,32,51707
3,400,3,1,0,0,5,1,8.75,15,17421
2,668,2,4,0,2,0,1,6.83,20,4205
5,1107,3,4,0,2,1,1,11.42,31,6287
5,1123,5,1,0,5,0,0,16.17,6,62448
3,12,2,4,0,2,0,1,6.42,35,5702
5,1043,4,4,0,2,3,1,9.5,2,23289
1,589,4,5,0,4,3,1,14.0,31,4724
3,415,0,4,0,2,5,1,6.83,42,3153
5,1070,1,0,0,4,0,1,22.25,35,4536
5,1066,1,4,0,5,3,1,11.17,16,5483
3,32,0,1,2,1,2,1,2.92,23,4500
3,202,0,4,2,4,5,1,1.83,26,2201
1,591,4,2,0,4,2,0,18.25,47,53743
1,515,2,5,0,0,0,1,18.67,46,3855
1,610,5,1,0,2,1,1,12.0,43,4417
5,1050,0,2,0,2,3,0,25.08,43,56588
1,533,0,2,0,2,1,0,21.08,10,52064
5,1070,1,0,0,2,4,1,31.08,5,23103
5,1081,1,5,0,4,5,1,14.08,26,5037
1,626,3,5,0,2,2,1,19.33,44,6128
5,1076,2,1,0,0,5,1,7.33,27,5006
1,513,1,5,0,2,3,0,23.0,41,63441
1,516,3,2,0,0,4,1,22.25,48,4789
5,1066,1,4,0,2,4,1,9.83,37,8816
5,1077,1,2,0,2,4,1,24.67,46,5660
0,908,3,2,0,5,0,1,5.58,20,2738
1,603,0,5,2,5,2,1,2.92,45,4491
1,464,4,4,0,2,5,0,7.83,49,50271
0,832,4,2,0,5,0,1,4.17,1,10631
0,832,4,2,1,4,1,1,12.75,16,5152
5,1068,1,5,0,0,2,1,17.58,32,5206
1,566,2,4,0,5,4,1,14.67,15,6311
3,310,5,4,0,2,0,1,6.42,22,6146
1,540,2,2,0,0,4,0,17.17,41,53209
1,527,5,1,0,5,2,1,17.83,12,12978
2,685,5,0,0,5,2,1,7.08,47,3324
5,1137,5,4,0,2,4,0,6.17,34,62045
5,1073,2,1,0,0,5,0,7.0,38,41281
1,562,1,2,0,5,2,1,7.67,23,4914
1,479,1,1,0,4,3,1,26.83,48,3979
1,599,0,1,0,5,5,0,15.42,38,54684
3,107,4,1,0,4,3,1,4.75,45,3401
1,564,5,1,0,5,0,1,14.67,25,10740
5,1060,0,4,0,5,5,1,8.58,43,7212
0,882,2,4,0,5,0,1,14.08,19,3569
3,405,4,2,0,3,3,1,7.92,43,4367
5,1030,2,1,0,0,5,0,5.5,37,59033
1,565,4,4,0,5,3,1,13.92,32,7176
0,823,3,2,0,3,2,1,7.83,45,2228
0,887,5,1,0,5,4,1,15.83,19,3622
5,1092,0,2,0,2,1,0,25.5,16,44280
3,431,0,4,0,2,2,1,6.75,14,11111
5,1113,3,0,0,5,1,1,6.83,30,5094
4,982,1,5,0,0,2,1,14.67,31,4827
5,1043,4,4,0,2,1,0,9.5,38,55502
0,875,2,4,0,5,1,1,9.5,23,1998
5,1054,0,1,0,0,5,0,8.0,37,67004
5,1142,2,5,0,4,1,0,14.0,14,57992
3,110,0,0,0,5,2,1,5.08,10,14943
3,283,3,4,0,2,4,1,5.5,45,4390
5,1140,2,1,0,0,3,0,6.5,12,51697
1,608,3,5,0,2,5,0,23.17,38,45883
1,570,5,1,0,2,2,1,11.67,24,9083
4,914,2,1,2,4,1,1,2.92,8,7425
5,1056,2,0,1,5,1,1,9.75,45,7490
5,1118,3,1,0,4,5,1,24.58,19,3571
1,506,3,4,0,4,4,1,23.0,46,5019
3,436,3,0,0,2,5,1,6.92,14,17158
1,547,2,0,0,1,1,1,16.83,25,3988
3,294,2,4,2,0,5,1,2.17,12,5955
1,584,2,2,0,5,1,0,28.42,25,47657
5,1085,0,4,0,2,2,0,11.25,20,50361
3,159,0,2,2,5,1,1,1.08,49,1715
5,1095,0,1,0,2,4,0,13.25,44,51817
5,1079,1,4,0,4,5,1,24.75,27,7753
5,1054,0,1,0,2,5,0,9.5,25,54684
5,1097,3,1,0,2,0,0,10.17,37,56702
2,733,5,2,0,5,0,1,4.42,33,4402
5,1073,2,1,1,2,1,0,12.42,13,64801
5,1108,5,2,0,5,2,1,27.5,12,9828
1,588,4,0,0,4,5,1,17.58,36,5102
3,187,5,1,0,4,0,1,4.33,27,4056
5,1133,2,5,0,4,1,0,12.17,46,45672
1,518,3,4,0,4,5,1,21.75,1,18313
3,254,1,0,0,5,5,1,7.67,35,4027
0,893,2,2,0,4,4,1,16.92,22,5275
5,1034,4,1,0,5,1,1,13.08,6,14620
5,1126,5,2,0,4,4,1,13.83,39,5949
3,415,0,4,0,2,5,1,6.83,28,5178
3,431,0,4,0,2,4,1,9.92,15,10742
5,1052,0,1,0,0,5,0,6.0,6,61404
5,1031,4,4,0,2,0,1,9.0,5,18879
5,1120,5,0,2,2,2,0,2.33,5,34460
5,1054,0,1,0,5,1,1,15.75,4,12454
1,505,2,0,0,5,5,1,8.92,18,5507
1,599,0,1,0,4,3,0,26.83,49,56476
1,468,2,4,0,5,0,1,10.25,16,6883
